No.,课程编号,课程名称
1,10627,国际交流与礼仿/td>
2,50532,批判性思维
3,50554,媒体与公共事势/td>
4,A2150020,西方社会与文匿/td>
5,A2150041,英语听说B
6,A2150060,英语视听诿1
7,A2150080,英语视听诿3
8,L2150190,中国概况（中文）
9,L2150200,中国武术
10,L2150240,中级阅读与写使丿
